text,label
"LEARN MORE RED VARIETALS RED PROPRIETARY BLENDS RIESLING OTHER WHITE VARIETALS WHITE PROPRIETARY BLENDS ROSÉ/BLUSH WINES OTHER WINES RED VARIETALS BACO NOIR: - Heron Hill Winery CABERNET FRANC: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards - Vineyard View Winery - Weis Vineyards CABERNET SAUVIGNON: - Heron Hill Winery - Weis Vineyards CONCORD: - Heron Hill Winery - Vineyard View Winery DECHAUNAC: - Vineyard View Winery LEMBERGER: - Heron Hill Winery - Keuka Spring Vineyards - Vineyard View Winery - Weis Vineyards MERLOT: - Heron Hill Winery - Keuka Spring Vineyards - Weis Vineyards PINOT NOIR: - Heron Hill Winery - Vineyard View Winery - Weis Vineyards RED PROPRIETARY BLENDS DRY: - Heron Hill Winery - Keuka Spring Vineyards - Weis Vineyards SEMI-DRY: - Heron Hill Winery - Keuka Spring Vineyards - Vineyard View Winery SEMI-SWEET: - Heron Hill Winery - Keuka Spring Vineyards RIESLING DRY: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards - Vineyard View Winery - Weis Vineyards SPARKLING: - Heron Hill Winery - Vineyard View Winery SEMI-DRY: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards - Vineyard View Winery - Weis Vineyards SEMI-SWEET: - Heron Hill Winery - Keuka Spring Vineyards - Vineyard View Winery - Weis Vineyards OTHER WHITE VARIETALS CAYUGA WHITE: - Heron Hill Winery - Hunt Country Vineyards CHARDONNAY: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards - Vineyard View Winery - Weis Vineyards CHARDONNAY (UNOAKED): - Heron Hill Winery - Vineyard View Winery - Weis Vineyards DELAWARE: - Vineyard View Winery GEWURZTRAMINER: - Heron Hill Winery - Keuka Spring Vineyards - Weis Vineyards MARQUETTE: - Vineyard View Winery NIAGARA: - Vineyard View Winery PINOT BLANC: - Heron Hill Winery SAUVIGNON BLANC: - Heron Hill Winery SEYVAL BLANC: - Heron Hill Winery - Hunt Country Vineyards TRAMINETTE: - Hunt Country Vineyards - Vineyard View Winery VALVIN MUSCAT: - Hunt Country Vineyards - Vineyard View Winery VIGNOLES: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards DIAMOND, MUSCAT OTTONEL, RKATSITELI: - N/A WHITE PROPRIETARY BLENDS DRY: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards SEMI-DRY: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards - Weis Vineyards SEMI-SWEET: - Heron Hill Winery - Hunt Country Vineyards ROSÉ/BLUSH WINES DRY ROSÉ: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards - Vineyard View Winery - Weis Vineyards SEMI-SWEET: - Heron Hill Winery - Vineyard View Winery OTHER WINES SPARKLING: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards - Vineyard View Winery - Weis Vineyards SHERRY: - Hunt Country Vineyards PORT: - Heron Hill Winery - Hunt Country Vineyards - Vineyard View Winery - Weis Vineyards ICE WINE: - Heron Hill Winery - Hunt Country Vineyards - Keuka Spring Vineyards - Vineyard View Winery - Weis Vineyards LATE HARVEST: - Heron Hill Winery - Hunt Country Vineyards - Weis Vineyards OTHER DESSERT: - Keuka Spring Vineyards Join our newsletter Never miss an update from the KLWT. Email Subscription - Mobile Footer First Name Last Name Email State Thank you for contacting us. We will get back to you as soon as possible. Oops, there was an error sending your message. Please try again later. Join our newsletter Never miss an update from the KLWT. Email Subscription - Desktop Footer First Name Last Name Email State Thank you for contacting us. We will get back to you as soon as possible. Oops, there was an error sending your message. Please try again later.",NON-EVENT
we proudly support the local wine & Tourism industry.,EVENT
Button Button Button Button Button Button Eastern Winery Exposition and Conference Button Keuka lake wine trail,NON-EVENT
2375 State Route 14A,EVENT
"Penn Yan, NY 14527 Contact the klwt",NON-EVENT
315 -536 -5056,EVENT
JOIN OUR EMAIL LIST ADVERTISE stay connected HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE,NON-EVENT
© 2025,EVENT
All Rights Reserved | Keuka Lake Wine Trail Website Design by Simple Marketing LLC Share by:,NON-EVENT
HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE Stay connected,NON-EVENT
800.440.4898,EVENT
info@keukawinetrail.com HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
"SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE All About the KEuka Lake Wine Trail Discover Our Story Plan Your Visit Visit THE Keuka Lake wine trail We look forward to welcoming you. Explore the Keuka Lake Wine Trail year-round and discover the unique beauty the area has to offer while sipping award-winning, local wines. Because of its location in the Finger Lakes, Keuka Lake is accessible from most larger cities in the Northeast such as New York City, Boston, Washington D.C., Philadelphia, and more. Once you're here the driving time for a complete circuit of Keuka Lake is just over one hour, leaving you plenty of time to explore and experience the surrounding areas.",NON-EVENT
"Below, we offer resources to make planning your visit to Keuka Lake easy. Discover local places to stay and eat, world-class attractions, and tour/transportation companies to guide you around the Keuka Lake Wine Trail. If you have any questions, don't hesitate to reach out. We look forward to your visit!",EVENT
LEARN MORE Local Lodging,NON-EVENT
Tours and Transportation,EVENT
Attractions and Restaurants Local Lodging,NON-EVENT
Tours and Transportation,EVENT
Attractions and Restaurants LOCAL Lodging Stay in the heart of the Finger Lakes. Click each lodging partner below to learn more!,NON-EVENT
"1897 BEEKMAN HOUSE BED & BREAKFAST 1897 Beekman House Bed & Breakfast is a beautifully restored Victorian home with five luxurious guest rooms, each with an en suite bath. They offer gourmet three-course breakfasts, sommelier-guided wine tours, and various packages. Open 7 days a week. 39 Main Street, Dundee, NY, 14837  |  (315) 412-2697  |",EVENT
"www.1897beekmanhouse.com BEST WESTERN PLUS - THE HAMMONDSPORT HOTEL The hotel is perfectly nestled in at the southern tip of Keuka Lake and located in Hammondsport, what was voted by readers of Budget Travel as the ""Coolest Small Town in America""! Whether guests are here for the breathtaking scenery, the multitude of outdoor activities, or simply to enjoy the award-winning wines, beers, and spirits of the Finger Lakes region, the Best Western Plus® The Hammondsport Hotel offers exceptional value and comfort while enjoying their getaway.",NON-EVENT
"Guests will enjoy complimentary Wi-Fi, an elegantly designed lobby and guestroom complete with local flare, a complimentary hot buffet breakfast, a 24-hour state-of-the-art fitness center, 24-hour business center, indoor heated pool, meeting/banquet facilities that accommodate up to 125 attendees, and free parking. 8440 State Route 54, Hammondsport, NY 14840  |  607-224-4120  |",EVENT
Website BEST WESTERN PLUS VINEYARD INN & SUITES,NON-EVENT
"A top-rated hotel located in the heart of Finger Lakes Wine Country at the northern end of Keuka Lake. Experience their premier accommodations and enjoy free Wi-Fi, an indoor heated pool and spa, a fitness center, guest laundry, pet-friendly rooms, an outdoor fire pit, and a complimentary hot breakfast each morning of your stay! 142 Lake Street, Penn Yan, NY 14527  |  800-823-0612  |",EVENT
"www.vineyardinnandsuites.com FINGER LAKES PREMIER PROPERTIES Featuring the largest selection of lakefront vacation rental and real estate listings in the region. From cottages to luxury estates, browse over 250 unique homes on 7 lakes to create a truly memorable getaway in wine country. Available year-round for all of your travel and real estate needs.",NON-EVENT
"142 Lake Street, Penn Yan, NY 14527  |  888-414-5253  |",EVENT
"www.fingerlakespremierproperties.com LINGER HOSPITALITY We understand that your vacation home should be a place of peace and calm for you to return to after a day on the Wine Trail. Our vacation homes will leave you feeling cared for, while providing a place for you to make lasting memories with your family and friends.",NON-EVENT
"215 Main Street, Penn Yan, NY, 14527  |  (315) 924-3181  |",EVENT
"www.lingerhospitality.com THE INN AT GLENORA WINE CELLARS Spectacular 30-room inn, fine dining at Veraisons, all overlooking the vineyards and Seneca Lake. Beautifully appointed rooms, some offering whirlpool tubs and fireplaces. Experience the Excellence at Glenora Wine Cellars. Open year-round.",NON-EVENT
"5435 State Route 14, Dundee, NY  |  800-243-5513  |",EVENT
"www.glenora.com THE MANSION AT KEUKA Inn, Restaurant, Events.",NON-EVENT
"The Mansion at Keuka Lake offers an authentic Finger Lakes experience just a short distance from the water. Guests can choose from eight charming rooms in The Mansion or from 21 rooms in the adjacent Inn. Both locations offer classic Finger Lakes charm with all the modern comforts and personal service discerning guests expect. They provide a tranquil retreat after a long day of hiking and touring, celebrating a wedding, or attending a corporate event. 3456 Rt. 54A, Keuka Park, NY, 14478 | 315-239-4800 |",EVENT
www.themansionny.com THE PLEASANT VALLEY INN,NON-EVENT
"The Pleasant Valley Inn is a beautiful, historic bed and breakfast nestled in the Pleasant Valley just outside the village of Hammondsport. A stay in one our four charming rooms includes made-to-order breakfast, a private bathroom, free wi-fi, an outdoor fire pit, on-site parking, and several outdoor seating areas. We're within walking distance of the Finger Lakes Trail and just a short drive from quaint antique shops, charming ice cream parlors, family-friendly swimming beaches, museums, wineries, breweries, and more. 7979 State Route 54, Hammondsport, NY, 14840  |  (607) 569-2282  |",EVENT
"www.pleasantvalleyinn.com THE VINEYARD RETREAT Just a short walk or drive down the hill from Vineyard View, this charming Vineyard House sits among the vines. Remodeled for modern comfort, it boasts a fire pit, outdoor dining, and outdoor speakers for unforgettable evenings. Enjoy the beauty of the Finger Lakes, nestled in the Keuka Lake wine trail, just 6 mins from Penn Yan. This retreat offers a luxurious king-size master suite with an ensuite bathroom, a second king-size bedroom, cozy queen-size room, laundry room, and an additional full-size bathroom. There is a fully renovated kitchen with a dining table and an airy living room bathed in natural light. Step outside to discover a spacious lawn, covered dining area, a fire pit with outdoor speakers and a view of the vineyard.",NON-EVENT
"2876 State Route 54A, Penn Yan, NY, 14527 | 585-261-4125 |",EVENT
www.vineyardviewwinery.com/stay-at-the-vineyard-retreat,NON-EVENT
Tours AND Transport Plan your tour of the Keuka Lake Wine Trail. Click each tour and transportation partner below to learn more!,EVENT
ALL KEUKA LAKE LIMO,NON-EVENT
"All Keuka Lake Limo is the area premier wine tour and transportation service. Our local, knowledgeable and experienced guides can help plan your tour or special event. Serving all of Keuka Lake and the surrounding area.",EVENT
"Locally owned and operated, we can also recommend dining and other accommodations for your special event. Our professional drivers provide impeccable service. Pet Friendly.",NON-EVENT
607-725-0616 |,EVENT
www.keukalakelimo.com,NON-EVENT
"CLASSY COACH TRANSPORTATION INC. If you are planning an event, trust Classy Coach Transportation to get you there in style! Our chauffeurs offer professional and courteous service. So, sit back and relax, and let Classy Coach take care of your tour around the Keuka Lake Wine Trail. Contact us today to reserve your ""classy"" transportation! 513 W. Union Street, Newark, NY, 14513  |  315-398-3688  |  info@classycoachny.com  | www.classycoachny.com FINGER LAKES WINERY TOURS Providing private and group tours for any size group with our diverse biofuel fleet since 2001. We follow your itinerary or provide you with one. Pickup at your doorstep. 315-828-6289  | fingerlakeswinerytours.com GRAPEVINE COUNTRY TOURS, INC. Wine! Beer! Friendly drivers/guides know customer service and will take you to wineries and breweries of your choice. Your day will be one to remember as a safe, fun day in our clean vehicles. Groups of 2-11 guests are driven, daily, and year-round. We tour Keuka, Seneca, and Cayuga Lakes. On a budget? Our fully insured drivers cand rive your vehicle for a discount. 3766 Kime Beach Road, Geneva, NY 14456  |  315-585-9599  | www.grapevinecountrytours.com",EVENT
LIGHTNING LIMOUSINE AND TRANSPORTATION,NON-EVENT
"Luxury black SUV and car service for all your transportation needs, wine, and beer tours. If your group wants to experience the best VIP treatment! Sit back, relax, and enjoy the ride. Let us do the rest! Open 24/7. 3794 Watkins Road Lot #50, Millport, NY, 14864  |  585-309-6613  |",EVENT
www.lightning-transportation.com MAIN STREET DRIVERS,NON-EVENT
"Affordable, innovative alternative transportation with our ""Your Car + Our Driver"" designated driver services. We specialize in wine tours where our experienced local drivers will plan the perfect wine, beer, and distillery tours with their extensive knowledge of local areas we service. We also offer the ideal transportation choice for special events including weddings, rehearsal dinners, and bachelorette parties. Our professional drivers ensure your event transportation is seamless, allowing you and your guests to indulge in the celebration without the worry of getting behind the wheel. In addition to our custom wine tours and personal driver services, our customers save close to 75% off typical car and limousine costs. 888-327-4460  |",EVENT
www.mainstreetdrivers.com,NON-EVENT
SIP BACK & RELAX TOURS Let us plan a tasting tour for you! Have you been wanting to go on a tasting tour or have a special occasion coming up that you want to plan? Well...Let us do the work so you don't have to. Services provided can vary based on the need of the customer. 716-479-1839  | www.sipbackrelaxtours.com,EVENT
"attractions & restaurants Find even more to do in the Finger Lakes. Click each attraction and restaurant partner below to learn more! STAVING ARTIST WOODWORK Finger Lakes goods & gifts are designed and crafted using recycled wine barrels and other winemaking materials for a non-disposable lifestyle. Find personalized gifts, wedding decor, craft kits for kids, local poetry & textiles, and hand-poured soy candles. A must-stop on Keuka Lake!",NON-EVENT
"101 Main Street, Penn Yan, NY, 14527  |  (315) 384-1110  |",EVENT
"www.stavingartist.com THE MANSION AT KEUKA LAKE Restaurant, Hotel, and Banquet Facility. Open Wednesday & Thursday, 11 am-8 pm, Friday & Saturday 11 am-9 pm, and Sundays 11 am-3 pm.",NON-EVENT
"3456 Rt. 54A, Keuka Park, NY, 14478  |  315-239-4800  |",EVENT
"www.themansionny.com THE WINDMILL FARM & CRAFT MARKET Located in the “heart of it all” and situated on 44 tree lined acres, The Windmill Farm & Craft Market is nestled in the rolling hills of Upstate New York. Just south of Penn Yan  and bordered by Keuka and Seneca Lakes, the scenic surroundings are almost unimaginable. The Windmill is host to over 175 indoor and outdoor vendors. You will discover great food, tasty treats, fresh produce, flowers, custom cabinetry, furniture, fashion, healthy choices, local wineries, artistry, micro brews, entertainment, hands on activities and so much more. Open every Saturday from the last Saturday in April through the last Saturday in November, and select holidays.",NON-EVENT
"3900 State Route 14A, Penn Yan, NY 14527  |  (315) 521-5513  |",EVENT
"www.thewindmill.com SILVERBIRD WOODFIRED Relax on the deck or in the spacious dining area, accommodating groups of all sizes.  Whether you're looking for pizza and wings, big juicy hand-pressed burgers or steaks, cut to order and hand trimmed in house, they have a broad menu to satisfy your hunger.",NON-EVENT
"133 E Elm Street, Penn Yan, NY, 14527  |  (315) 536-5892  |",EVENT
www.silverbirdwoodfired.com SNUG HARBOR RESTAURANT,NON-EVENT
"Located just outside the quaint village  of Hammondsport sits Snug Harbor, a legendary & historic property situated on the waterfront of Keuka Lake. Whether you're local to the region or visiting the Finger Lakes for its many wonders, Snug Harbor welcomes you! We offer a menu of classics to enjoy for lunch and dinner, local wines and beers, and a full bar serving up signature cocktails. Resverations are recommended. 9068A Snug Harbor Drive, Hammondsport, NY, 14840 | 607-868-7684 |",EVENT
"www.snugharborkeukalake.com TIMBER STONE GRILL Timber Stone Grill is a chef-owned restaurant with a focus on sustainability and locally sourced ingredients from the Finger Lakes region. Their chef-owned restaurant and catering services deliver excpetional quality and flavor that will delight you and your guests. Not only do they prepare award wining food, they also specialize in wedding catering. Their chefs cook onsite in their fully equipped catering trailer. This extra effort by their culinary team will ensure that you and your guests have the hottest, freshest, and best quality product to create a memorable dining experience.",NON-EVENT
